Flooring,ViewYN,WaterfrontYN,BasementYN,PoolPrivateYN,OriginalListPrice,ListingKey,CloseDate,ClosePrice,Latitude,Longitude,UnparsedAddress,PropertyType,LivingArea,ListPrice,DaysOnMarket,ListOfficeName,AssociationFeeFrequency,ListingKeyNumeric,MLSAreaMajor,CountyOrParish,MlsStatus,AttachedGarageYN,ParkingTotal,PropertySubType,LotSizeAcres,YearBuilt,StreetNumberNumeric,ListingId,BathroomsTotalInteger,City,BedroomsTotal,ContractStatusChangeDate,PurchaseContractDate,ListingContractDate,StateOrProvince,FireplaceYN,Stories,Levels,LotSizeArea,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,AssociationFee,LotSizeSquareFeet,CloseMonth
Unknown,True,False,False,True,2850000.0,1146508570,2025-11-21,2700000.0,32.829698,-117.270205,6603 Aranda Avenue,Residential,2362.0,2850000.0,0,Willis Allen Real Estate,None,1146508570.0,92037 - La Jolla,San Diego,Closed,True,2,SingleFamilyResidence,0.2456,1958,6603.0,NDP2510944,2,La Jolla,2,2025-11-21,2025-08-20,2025-07-15,CA,True,1,One,10700.0,3,False,2,La Jolla,92037,0.0,10700.0,2025-11
Wood,False,False,False,False,695000.0,1126704263,2026-02-27,616000.0,33.980794,-118.325733,6435 Madden Avenue,Residential,1255.0,599999.0,164,Rodeo Realty,None,1126704263.0,PHHT - Park Hills Heights,Los Angeles,Closed,True,2,SingleFamilyResidence,0.09,1923,6435.0,25577621,2,Los Angeles,3,2026-02-27,2026-01-25,2025-08-12,CA,True,1,One,3922.0,3,False,2,Unknown,90043,0.0,3922.0,2026-02
"Carpet,Laminate",True,False,False,False,449880.0,1154931628,2026-03-27,456000.0,37.344836,-120.49208,4112 Clary Court,Residential,2287.0,449880.0,6,"BMC Realty Advisors, Inc",None,1154931628.0,Unknown,Merced,Closed,True,2,SingleFamilyResidence,0.1069,2026,4112.0,MC26052530,3,Merced,5,2026-03-27,2026-03-16,2026-03-10,CA,False,2,Two,4658.0,1,True,2,Merced Union,95348,0.0,4658.0,2026-03
Unknown,True,False,False,False,789000.0,1131149262,2025-10-10,790000.0,33.929642,-118.080239,11216 Arlee Avenue,Residential,1088.0,779000.0,14,Coldwell Banker-Campbell Rltrs,None,1131149262.0,M2 - Santa Fe Springs,Los Angeles,Closed,False,2,SingleFamilyResidence,0.1189,1950,11216.0,OC25195992,2,Norwalk,3,2025-10-10,2025-09-19,2025-09-01,CA,False,1,One,5180.0,3,False,2,Whittier Union High,90650,0.0,5180.0,2025-10
"Tile,Wood",True,False,False,False,890000.0,1146094963,2026-04-27,743000.0,34.271812,-117.18585,1214 Portillo,Residential,2835.0,794000.0,135,RE/MAX LAKESIDE,None,1146094963.0,287A - Arrowhead Woods,San Bernardino,Closed,True,7,SingleFamilyResidence,0.5992,1991,1214.0,IG25258461,3,Lake Arrowhead,4,2026-04-27,2026-03-26,2025-11-10,CA,True,2,Two,26100.0,2,False,3,Rim of the World,92352,0.0,26100.0,2026-04
"Carpet,Laminate,Tile",True,False,False,True,540000.0,1151716731,2026-04-06,560000.0,34.52108,-117.239082,14840 Pamlico Road,Residential,2164.0,540000.0,22,Give2Give Realty,None,1151716731.0,APPV - Apple Valley,San Bernardino,Closed,True,2,SingleFamilyResidence,0.7769,1982,14840.0,HD26019174,3,Apple Valley,3,2026-04-06,2026-02-18,2026-01-26,CA,True,1,One,33840.0,3,False,2,Apple Valley Unified,92307,0.0,33840.0,2026-04
Tile,False,False,False,False,480000.0,1040429139,2023-10-20,500000.0,34.195627,-117.349306,2664 Rosemary Lane,Residential,1048.0,500000.0,46,RE/MAX TIME REALTY,None,1040429139.0,274 - San Bernardino,San Bernardino,Closed,True,2,SingleFamilyResidence,0.1722,1981,2664.0,CV23132805,2,San Bernardino,3,2023-10-20,2023-09-30,2023-07-18,CA,True,1,One,7500.0,3,False,2,San Bernardino City Unified,92407,0.0,7500.0,2023-10
Wood,True,False,False,False,1595000.0,1043756226,2023-09-20,2151000.0,34.08533,-118.267838,1503 N Benton Way,Residential,3018.0,1595000.0,9,"Avenue 8, Inc.",None,1043756226.0,C21 - Silver Lake - Echo Park,Los Angeles,Closed,False,2,SingleFamilyResidence,0.1618,1933,1503.0,23302819,4,Los Angeles,5,2023-09-20,2023-08-30,2023-08-21,CA,True,1,MultiSplit,7049.0,3,False,2,Unknown,90026,0.0,7049.0,2023-09
Carpet,True,False,False,False,1800000.0,1154239001,2026-03-30,1650000.0,33.790735,-117.782275,6717 E La Cumbre,Residential,2686.0,1700000.0,15,Elevate Real Estate Agency,Monthly,1154239001.0,"75 - Orange, Orange Park Acres E of 55",Orange,Closed,True,2,SingleFamilyResidence,0.1722,1979,6717.0,IG26046090,2,Orange,3,2026-03-30,2026-03-18,2026-03-02,CA,True,1,One,7500.0,3,False,2,Orange Unified,92869,110.0,7500.0,2026-03
SeeRemarks,True,False,False,False,650990.0,1062134095,2024-09-16,641990.0,34.009116,-117.32001499999998,7700 Nectarsweet Drive,Residential,1823.0,641990.0,98,KB HOME,Monthly,1062134095.0,252 - Riverside,Riverside,Closed,True,2,SingleFamilyResidence,0.157,2024,7700.0,IV24047515,2,Riverside,3,2024-09-16,2024-06-14,2024-03-08,CA,False,1,One,6840.0,3,True,2,Riverside Unified,92507,122.0,6840.0,2024-09
Unknown,True,False,False,True,1299900.0,1041502605,2023-10-16,1315000.0,34.289245,-118.674325,2953 Klamath Avenue,Residential,2587.0,1299900.0,53,"Pinnacle Estate Properties, Inc.",None,1041502605.0,SVE - East Simi,Ventura,Closed,False,3,SingleFamilyResidence,0.2324,1986,2953.0,223003373,3,Simi Valley,4,2023-10-16,2023-10-09,2023-08-17,CA,True,2,Two,10125.0,3,False,3,Simi Valley Unified,93063,0.0,10125.0,2023-10
"Tile,Wood",True,False,False,True,888000.0,1118770902,2025-08-11,860000.0,33.571464,-117.246483,23763 Aspen,Residential,2385.0,888000.0,14,Bullock Russell RE Services,None,1118770902.0,SRCAR - Southwest Riverside County,Riverside,Closed,True,6,SingleFamilyResidence,0.14,2000,23763.0,LG25149714,3,Murrieta,4,2025-08-11,2025-07-17,2025-07-03,CA,True,2,Two,6098.0,1,False,3,Murrieta,92562,0.0,6098.0,2025-08
Laminate,False,False,False,True,1175000.0,1045210175,2023-10-23,1192000.0,33.762922,-117.844694,2009 N Lyon,Residential,2268.0,1195000.0,11,Seven Gables Real Estate,None,1045210175.0,70 - Santa Ana North of First,Orange,Closed,True,2,SingleFamilyResidence,0.1659,1962,2009.0,PW23171357,2,Santa Ana,5,2023-10-23,2023-09-24,2023-09-12,CA,True,1,One,7227.0,4,False,2,Tustin Unified,92705,0.0,7227.0,2023-10
"Laminate,Tile",True,False,False,True,1549800.0,1111555088,2025-05-02,1560000.0,33.739264,-117.808493,13422 Epping Way,Residential,2327.0,1549800.0,6,Coldwell Banker Realty,None,1111555088.0,71 - Tustin,Orange,Closed,True,4,SingleFamilyResidence,0.1695,1965,13422.0,OC25078182,3,Tustin,4,2025-05-02,2025-04-18,2025-04-09,CA,True,2,Two,7384.0,3,False,2,Tustin Unified,92780,0.0,7384.0,2025-05
"Laminate,Tile,Wood",False,False,False,False,719999.0,1041233517,2023-10-16,695000.0,38.0131995,-122.1232296,2010 Pacheco,Residential,1793.0,695000.0,49,Elite RE & Financial Group,None,1041233517.0,Unknown,Contra Costa,Closed,True,2,SingleFamilyResidence,0.11,1940,2010.0,41035589,2,Martinez,4,,2023-09-28,2023-08-10,CA,False,2,Two,4792.0,3,False,1,Unknown,94553,0.0,4792.0,2023-10
Unknown,False,False,False,False,899000.0,1045195034,2023-10-11,965000.0,34.183113,-118.556687,6201 Tunney Avenue,Residential,1584.0,899000.0,5,"Pinnacle Estate Properties, Inc.",None,1045195034.0,TAR - Tarzana,Los Angeles,Closed,False,2,SingleFamilyResidence,0.197,1955,6201.0,SR23170405,2,Tarzana,4,2023-10-11,2023-09-20,2023-09-11,CA,True,1,One,8580.0,4,False,2,Los Angeles Unified,91335,0.0,8580.0,2023-10
Carpet,True,False,False,True,672000.0,1065130906,2024-06-11,645000.0,33.776133,-116.37929,73500 Woodward Drive,Residential,1896.0,662000.0,62,Windermere Real Estate,None,1065130906.0,322 - North Palm Desert,Riverside,Closed,True,8,SingleFamilyResidence,0.19,1997,73500.0,219109262DA,2,Palm Desert,4,2024-06-11,2024-05-31,2024-03-30,CA,True,1,One,8276.0,3,False,2,Unknown,92211,0.0,8276.0,2024-06
Unknown,False,False,False,False,749000.0,1119838600,2025-10-06,750000.0,33.973403999999995,-118.091916,9533 Burma Road,Residential,1349.0,749000.0,13,The Agency,None,1119838600.0,Unknown,Los Angeles,Closed,False,2,SingleFamilyResidence,0.1169999999999999,1950,9533.0,P1-23378,1,Pico Rivera,3,2025-10-06,2025-08-05,2025-04-24,CA,True,1,One,5095.0,3,False,2,Unknown,90660,0.0,5095.0,2025-10
Carpet,True,False,False,False,295000.0,1054146094,2024-04-12,260000.0,35.122856,-117.96817,20760 Corwin Street,Residential,2272.0,260000.0,66,CB LaSalle Group Realty,None,1054146094.0,CAC - California City,Kern,Closed,True,2,SingleFamilyResidence,0.2526,2008,20760.0,24342609,3,California City,4,2024-04-12,2024-03-11,2024-01-05,CA,True,1,One,11005.0,3,False,2,Unknown,93505,0.0,11005.0,2024-04
"Carpet,Wood",True,False,False,True,1399000.0,1118819061,2025-09-09,1485000.0,34.231601,-118.520593,8841 White Oak Avenue,Residential,2579.0,1399000.0,9,Keller Williams Encino/Sherman Oaks,None,1118819061.0,SHFO - Sherwood Forest,Los Angeles,Closed,True,2,SingleFamilyResidence,0.4013,1954,8841.0,SR25137446,3,Sherwood Forest,4,2025-09-09,2025-07-18,2025-07-05,CA,True,1,One,17481.0,4,False,2,Los Angeles Unified,91325,0.0,17481.0,2025-09
Carpet,False,False,False,False,760000.0,1084900077,2024-12-27,790000.0,33.962065,-118.310782,1851 W 84th Place,Residential,1968.0,760000.0,0,"Forward Inglewood, Inc.",None,1084900077.0,C36 - Metropolitan Southwest,Los Angeles,Closed,False,1,SingleFamilyResidence,0.1872,1929,1851.0,24436221,2,Los Angeles,4,2024-12-27,2024-09-05,2024-09-05,CA,True,1,One,8154.0,3,False,2,Unknown,90047,0.0,8154.0,2024-12
Tile,False,False,False,False,529000.0,1088227338,2024-12-05,517000.0,33.846725,-116.484222,27720 Avenida Quintana,Residential,1685.0,517000.0,42,Bennion Deville Homes,None,1088227338.0,335 - Cathedral City North,Riverside,Closed,True,6,SingleFamilyResidence,0.17,2000,27720.0,219117155PS,2,Cathedral City,3,2024-12-05,2024-11-04,2024-09-23,CA,False,1,One,7405.0,3,False,2,Unknown,92234,0.0,7405.0,2024-12
"Carpet,Tile",False,False,False,False,499000.0,1046327799,2024-02-21,460000.0,33.765157,-116.297165,78368 Sterling Lane,Residential,1622.0,469000.0,97,HomeSmart,Monthly,1046327799.0,307 - Sun City,Riverside,Closed,True,2,SingleFamilyResidence,0.17,1998,78368.0,219101509DA,2,Palm Desert,2,2024-02-21,2024-01-23,2023-10-09,CA,False,1,One,7405.0,3,False,2,Unknown,92211,348.0,7405.0,2024-02
"Carpet,Vinyl",False,False,False,False,611290.0,1119021979,2025-09-12,611290.0,33.691894,-116.215004,83179 Tattler Lane,Residential,2259.0,611290.0,10,D R Horton America's Builder,Monthly,1119021979.0,314 - Indio South of East Valley,Riverside,Closed,True,2,SingleFamilyResidence,0.138,2025,83179.0,SW25154929,3,Indio,4,2025-09-12,2025-07-20,2025-07-10,CA,False,2,Two,6013.0,2,True,2,Coachella Valley Unified,92201,175.0,6013.0,2025-09
Laminate,False,False,False,False,549000.0,1144663701,2025-12-18,549000.0,37.75810418,-122.17979352,1540 79Th Ave,Residential,1344.0,549000.0,14,Keller Williams Tri-Valley,None,1144663701.0,Unknown,Alameda,Closed,False,1,SingleFamilyResidence,0.0918,1924,1540.0,41115820,2,Oakland,3,2025-12-18,2025-11-19,2025-11-05,CA,True,1,One,4000.0,3,False,1,Unknown,94621,0.0,4000.0,2025-12
Tile,False,False,False,False,280000.0,1101029741,2025-07-22,269000.0,33.544736,-115.941786,98830 La Casa Way,Residential,1626.0,269000.0,196,HomeSmart,None,1101029741.0,310 - Mecca/North Shore,Riverside,Closed,True,4,SingleFamilyResidence,0.17,1966,98830.0,219122150DA,2,Mecca,3,2025-07-22,2025-07-19,2025-01-04,CA,False,1,One,7405.0,3,False,2,Unknown,92254,0.0,7405.0,2025-07
"Laminate,Stone",True,False,False,False,915000.0,1053692714,2024-02-15,877000.0,33.11737129999999,-117.0105535,2384 Fallbrook Pl,Residential,1538.0,895000.0,11,Mark Wayne Cappelletti,Monthly,1053692714.0,92027 - Escondido,San Diego,Closed,False,4,SingleFamilyResidence,0.1664,1998,2384.0,230024332SD,2,Escondido,3,2024-02-15,2024-01-05,2023-12-25,CA,True,1,One,7102.0,3,False,2,Unknown,92027,205.0,7249.0,2024-02
"Laminate,Tile,Wood",False,False,True,False,880000.0,1043753944,2023-09-21,940000.0,37.7361389,-122.135649,207 Covington St,Residential,1242.0,880000.0,14,Red Oak Realty,Annually,1043753944.0,Unknown,Alameda,Closed,True,2,SingleFamilyResidence,0.14,1940,207.0,41036687,1,Oakland,2,,2023-09-06,2023-08-23,CA,True,1,One,6061.0,3,False,1,Unknown,94605,109.0,6061.0,2023-09
"Tile,Wood",True,False,False,False,2396345.0,1103277361,2025-06-13,2418200.0,33.679327,-117.737992,225 Lily Loop,Residential,2522.0,2401345.0,11,Taylor Morrison Services,Monthly,1103277361.0,IRSP - Irvine Spectrum,Orange,Closed,True,2,SingleFamilyResidence,0.0579,2025,225.0,IG25017527,4,Irvine,4,2025-06-13,2025-02-04,2025-01-24,CA,False,2,Two,2522.0,1,False,2,Irvine Unified,92618,260.0,2522.0,2025-06
"Laminate,Tile,Wood",False,False,False,False,2488000.0,1079667489,2024-11-01,2520000.0,37.53944082,-121.93871116,41856 Covington Drive,Residential,1710.0,2488000.0,19,BayOne Real Estate Inv Corp,None,1079667489.0,Unknown,Alameda,Closed,True,2,SingleFamilyResidence,0.2259,1959,41856.0,41069788,2,Fremont,4,2024-11-01,2024-09-02,2024-08-14,CA,True,1,One,9840.0,3,False,2,Fremont Unified,94539,0.0,9840.0,2024-11
Unknown,True,False,False,False,1899000.0,1067195683,2024-07-25,1365000.0,34.1546112,-118.481994,16010 Dickens Street,Residential,2005.0,1649000.0,92,Coldwell Banker Realty,None,1067195683.0,ENC - Encino,Los Angeles,Closed,False,2,SingleFamilyResidence,0.1149,1963,16010.0,SR24071155,3,Encino,4,2024-07-25,2024-07-11,2024-04-10,CA,True,2,Two,5003.0,1,False,2,Los Angeles Unified,91436,0.0,5003.0,2024-07
Unknown,True,False,False,False,1500000.0,1112237766,2025-04-25,1500000.0,33.634068,-117.823674,5392 Sierra Roja Road,Residential,1798.0,1500000.0,0,Century 21 Discovery,Monthly,1112237766.0,TR - Turtle Rock,Orange,Closed,True,2,SingleFamilyResidence,0.1388,1970,5392.0,PW25092153,2,Irvine,4,2025-04-25,2025-04-10,2025-04-09,CA,True,1,One,6048.0,4,False,2,Irvine Unified,92603,108.0,6048.0,2025-04
"Carpet,Tile,Wood",True,False,False,False,5528000.0,1046425177,2024-01-24,5838800.0,37.5549602,-122.3761703,625 Barbara Way,Residential,4277.0,5528000.0,15,Compass,None,1046425177.0,699 - Not Defined,San Mateo,Closed,True,3,SingleFamilyResidence,0.5642,2007,625.0,ML81945870,5,Hillsborough,4,2024-01-24,2023-11-07,2023-10-23,CA,True,1,Unknown,24576.0,3,False,3,Other,94010,0.0,24576.0,2024-01
"Carpet,Tile",True,False,False,False,1799000.0,1044958865,2023-10-13,1825000.0,33.632992,-117.566104,29 PROMONTORY,Residential,2800.0,1799000.0,1,Re/Max Real Estate Group,Monthly,1044958865.0,DC - Dove Canyon,Orange,Closed,True,6,SingleFamilyResidence,0.155,1995,29.0,OC23168170,5,Rancho Santa Margarita,4,2023-10-13,2023-09-13,2023-09-08,CA,True,2,Two,6750.0,1,False,3,Saddleback Valley Unified,92679,300.0,6750.0,2023-10
"Carpet,Laminate,Tile,Wood",False,False,False,True,728000.0,1054076777,2024-02-14,740000.0,34.320615,-118.457062,13642 Phillippi Avenue,Residential,1413.0,728000.0,5,Keller Williams Realty Central Coast,None,1054076777.0,SYL - Sylmar,Los Angeles,Closed,True,2,SingleFamilyResidence,0.1792,1954,13642.0,PI24001176,3,Sylmar,4,2024-02-14,2024-01-10,2024-01-03,CA,True,1,One,7807.0,4,False,2,Los Angeles Unified,91342,0.0,7807.0,2024-02
Laminate,False,False,True,False,850000.0,1077638904,2024-07-18,850000.0,37.6582648,-122.0707817,913 Central Blvd,Residential,1258.0,850000.0,0,Real Estate Center,None,1077638904.0,Unknown,Alameda,Closed,True,2,SingleFamilyResidence,0.1263,1940,913.0,41066961,2,Hayward,3,2024-07-18,2024-07-18,2024-07-18,CA,True,1,One,5500.0,3,False,2,Unknown,94542,0.0,5500.0,2024-07
"Carpet,Laminate,Tile",False,False,False,False,1695000.0,1038539894,2023-07-28,1771000.0,37.5845299,-122.0066441,1152 Silver St,Residential,2472.0,1695000.0,6,Everhome,None,1038539894.0,Unknown,Alameda,Closed,True,2,SingleFamilyResidence,0.1,2005,1152.0,41031188,3,Union City,4,,2023-06-29,2023-06-23,CA,True,2,Two,4500.0,3,False,2,Unknown,94587,0.0,4500.0,2023-07
"Carpet,Tile",False,False,False,False,807686.0,1108482027,2025-12-29,715000.0,37.7753,-121.2601352,2465 Emma Dr,Residential,2916.0,765000.0,252,Meritage Homes,None,1108482027.0,Unknown,San Joaquin,Closed,True,3,SingleFamilyResidence,0.1405,2025,2465.0,41088872,3,Manteca,4,2025-12-29,2025-11-17,2025-03-10,CA,False,2,Two,6120.0,3,False,3,Unknown,95337,0.0,6120.0,2025-12
"Carpet,Tile",True,False,False,False,685000.0,1136786966,2025-11-20,685000.0,33.54804,-117.151949,39624 Tamarisk,Residential,2025.0,685000.0,24,The Listing House,None,1136786966.0,SRCAR - Southwest Riverside County,Riverside,Closed,True,2,SingleFamilyResidence,0.14,2002,39624.0,OC25223745,2,Murrieta,3,2025-11-20,2025-10-21,2025-09-23,CA,True,1,One,6098.0,3,False,2,Murrieta,92563,0.0,6098.0,2025-11
"Carpet,Wood",False,False,False,False,1688000.0,1144178669,2025-12-09,1850000.0,37.57866122,-121.99782890000002,877 Cashew Way,Residential,2188.0,1688000.0,6,Coldwell Banker Realty,None,1144178669.0,Unknown,Alameda,Closed,True,2,SingleFamilyResidence,0.1937,1960,877.0,41115298,2,Fremont,3,2025-12-09,2025-11-20,2025-11-14,CA,True,1,One,8439.0,3,False,2,Fremont Unified,94536,0.0,8439.0,2025-12
Unknown,False,False,False,False,2095000.0,1084825123,2024-10-08,2100000.0,33.09929235,-117.26820702,7109 Manzanita Street,Residential,2762.0,2095000.0,7,Berkshire Hathaway HomeServices California Properties,None,1084825123.0,92011 - Carlsbad,San Diego,Closed,True,7,SingleFamilyResidence,0.1664,1977,7109.0,240020958SD,3,Carlsbad,3,2024-10-08,2024-09-11,2024-09-04,CA,False,1,One,7102.0,3,False,3,Unknown,92011,0.0,7249.0,2024-10
Unknown,True,False,False,False,495000.0,1054112036,2024-02-07,495000.0,32.682006,-116.511674,2493 Cedar,Residential,1230.0,495000.0,4,Team One Realty,None,1054112036.0,91906 - Campo,San Diego,Closed,False,6,SingleFamilyResidence,0.5165,1986,2493.0,PTP2400067,2,Campo,2,2024-02-07,2024-01-08,2024-01-04,CA,True,1,One,22500.0,3,False,2,Mountain Empire Unified,91906,0.0,22500.0,2024-02
Wood,True,False,True,False,1199500.0,1054204273,2024-03-31,1190000.0,34.160561,-118.59863,5080 Campo Road,Residential,2600.0,1199500.0,27,Rodeo Realty,None,1054204273.0,WHLL - Woodland Hills,Los Angeles,Closed,True,2,SingleFamilyResidence,0.138,1976,5080.0,SR24003584,3,Woodland Hills,4,2024-03-31,2024-02-13,2024-01-09,CA,True,1,ThreeOrMore,6013.0,2,False,2,Los Angeles Unified,91364,0.0,6013.0,2024-03
"Carpet,Tile",False,False,False,False,575000.0,1076194062,2024-08-27,580000.0,36.43718678,-121.33052308,640 Gardenia Place,Residential,1642.0,575000.0,11,Coldwell Banker Realty,Monthly,1076194062.0,699 - Not Defined,Monterey,Closed,True,1,SingleFamilyResidence,0.07,2005,640.0,ML81968742,3,Soledad,4,2024-08-27,2024-06-17,2024-06-06,CA,False,1,Unknown,3049.0,3,False,2,Other,93960,166.0,3049.0,2024-08
Tile,False,False,False,False,899000.0,1086420897,2024-10-10,965000.0,33.766934,-117.886417,1413 W Santa Clara Avenue,Residential,1700.0,899000.0,7,"BBR Partners, Inc.",None,1086420897.0,699 - Not Defined,Orange,Closed,False,2,SingleFamilyResidence,0.1607,1954,1413.0,IG24187721,3,Santa Ana,4,2024-10-10,2024-09-18,2024-09-09,CA,False,1,One,7000.0,4,False,2,Santa Ana Unified,92706,0.0,7000.0,2024-10
"Tile,Wood",True,False,False,True,975000.0,518872541,2022-01-07,1315000.0,33.695503,-117.903411,3483 Santa Clara Circle,Residential,1830.0,995000.0,5,Casa Real Estate,None,518872541.0,C3 - South Coast Metro,Orange,Closed,True,2,SingleFamilyResidence,0.1413,1969,3483.0,PW21096464,2,Costa Mesa,5,2022-01-07,2021-12-08,2021-05-04,CA,True,1,One,6155.0,5,False,2,Newport Mesa Unified,92626,0.0,6155.0,2022-01
"Carpet,Laminate,Tile",False,False,False,False,649900.0,1046351623,2023-11-20,671000.0,37.9329949,-121.731325,506 Apple Hill Drive,Residential,1515.0,649900.0,2,Sharp Realty,Monthly,1046351623.0,Unknown,Contra Costa,Closed,True,2,SingleFamilyResidence,0.1,1995,506.0,41042376,2,Brentwood,3,,2023-10-21,2023-10-19,CA,True,1,One,4500.0,3,False,2,Unknown,94513,271.0,4500.0,2023-11
Unknown,True,False,False,True,935000.0,1046399448,2024-02-09,874000.0,34.111386,-117.139787,7850 Santa Angela ST,Residential,4122.0,899900.0,72,KELLER WILLIAMS REALTY,None,1046399448.0,276 - Highland,San Bernardino,Closed,True,2,SingleFamilyResidence,0.2296,2001,7850.0,EV23196407,4,Highland,6,2024-02-09,2024-01-22,2023-10-20,CA,True,2,Two,10000.0,1,False,2,Redlands Unified,92346,0.0,10000.0,2024-02
Stone,True,False,False,True,1024000.0,1045004195,2024-05-14,1185000.0,34.160278,-117.496097,14153 San Antonio Drive,Residential,2396.0,1024000.0,6,COMPASS,None,1045004195.0,688 - Rancho Cucamonga,San Bernardino,Closed,True,3,SingleFamilyResidence,0.4821,1998,14153.0,CV23169634,2,Rancho Cucamonga,4,2024-05-14,2024-04-15,2023-09-11,CA,True,1,One,21000.0,4,False,3,Chaffey Joint Union High,91739,0.0,21000.0,2024-05
Laminate,True,False,False,False,599000.0,1061221703,2024-04-17,560000.0,37.18515000000001,-122.140947,175 Ramona Drive,Residential,876.0,599000.0,36,Room Real Estate,None,1061221703.0,699 - Not Defined,Santa Cruz,Closed,False,1,SingleFamilyResidence,0.245,1963,175.0,ML81954277,1,Boulder Creek,2,2024-04-17,2024-03-21,2024-02-14,CA,False,1,Unknown,10672.0,3,False,1,Other,95006,0.0,10672.0,2024-04
"Carpet,SeeRemarks,Stone",True,False,False,True,1995000.0,1038977232,2023-08-03,2050000.0,34.160654,-118.232127,1050 Avonoak,Residential,2676.0,1995000.0,16,Craig Estates & Fine Propertie,Annually,1038977232.0,624 - Glendale-Chevy Chase/E. Glenoaks,Los Angeles,Closed,True,3,SingleFamilyResidence,0.2457,1964,1050.0,GD23118474,3,Glendale,5,2023-08-03,2023-07-23,2023-07-06,CA,True,2,Two,10702.0,1,False,3,Glendale Unified,91206,100.0,10702.0,2023-08
Unknown,False,False,False,False,1195000.0,1063403971,2024-05-03,1300000.0,34.077143,-118.112945,1001 Violeta Drive,Residential,1752.0,1195000.0,10,CENTURY 21 EXPERIENCE,None,1063403971.0,601 - Alhambra,Los Angeles,Closed,False,2,SingleFamilyResidence,0.1345,1946,1001.0,CV24052744,3,Alhambra,3,2024-05-03,2024-03-25,2024-03-15,CA,True,1,One,5859.0,3,False,2,Alhambra,91801,0.0,5859.0,2024-05
Wood,False,False,False,False,1580000.0,1035916654,2023-06-20,1525000.0,36.96701956,-122.04930513,603     Miramar Drive,Residential,1995.0,1580000.0,20,David Lyng Real Estate,None,1035916654.0,699 - Not Defined,Santa Cruz,Closed,True,6,SingleFamilyResidence,0.129,1960,603.0,ML81926338,2,Santa Cruz,4,2023-06-20,2023-05-18,2023-04-28,CA,True,1,Unknown,5619.0,3,False,1,Other,95060,0.0,5619.0,2023-06
"Carpet,Tile",False,False,False,False,1149000.0,1052248889,2024-01-08,1050000.0,32.7936476,-117.1680354,7037 Ladrillo Street,Residential,2239.0,1149000.0,7,RE/MAX Connections,None,1052248889.0,92111 - Linda Vista,San Diego,Closed,True,4,SingleFamilyResidence,0.124,1978,7037.0,230023737SD,4,San Diego,5,2024-01-08,2023-12-15,2023-12-08,CA,True,2,Two,5400.0,3,False,2,Unknown,92111,0.0,5400.0,2024-01
Unknown,False,False,False,False,1599990.0,1108766764,2025-07-01,1500000.0,33.23442603,-117.20613143,2035 Camino Cantera,Residential,3143.0,1500000.0,89,Esquire Realty,None,1108766764.0,92084 - Vista,San Diego,Closed,True,18,SingleFamilyResidence,1.1,1974,2035.0,250021689SD,5,Vista,5,2025-07-01,2025-06-14,2025-03-17,CA,False,1,One,47916.0,3,False,3,Unknown,92084,0.0,47916.0,2025-07
Unknown,True,False,False,False,725000.0,1137656790,2026-04-02,775000.0,32.715738,-117.161084,2243 Avenida Del Diablo,Residential,1236.0,725000.0,31,Mainstay Brokerage Inc.,None,1137656790.0,92029 - Escondido,San Diego,Closed,False,0,SingleFamilyResidence,0.4842,1960,2243.0,OC25215363,2,Escondido,3,2026-04-02,2026-02-17,2025-10-02,CA,True,1,One,21090.0,3,False,0,Escondido Union,92029,0.0,21090.0,2026-04
Wood,True,False,False,False,848500.0,1137998195,2025-11-21,825000.0,34.398051,-118.5598,24315 Taranto Avenue,Residential,1641.0,835000.0,16,eXp Realty of California Inc,Monthly,1137998195.0,VSUM - Valencia Summit,Los Angeles,Closed,True,2,SingleFamilyResidence,0.1037,1987,24315.0,SR25231242,2,Valencia,2,2025-11-21,2025-11-04,2025-10-03,CA,True,1,One,4518.0,2,False,2,William S. Hart Union,91355,96.0,4518.0,2025-11
Concrete,True,False,False,False,489000.0,1103232744,2025-03-13,470000.0,34.04958,-116.597577,48933 Hibiscus Drive,Residential,1728.0,489000.0,29,eXp Realty Of Southern California Inc,None,1103232744.0,DC510 - Morongo Valley,San Bernardino,Closed,True,6,SingleFamilyResidence,0.4132,2006,48933.0,219123419DA,2,Morongo Valley,3,2025-03-13,2025-02-21,2025-01-23,CA,True,1,Unknown,18000.0,3,False,2,Unknown,92256,0.0,18000.0,2025-03
Carpet,True,False,False,False,284999.0,1100501245,2025-04-11,250000.0,34.21032,-117.124402,31103 All View Drive,Residential,976.0,284999.0,73,MOUNTAIN TOP PRODUCERS REALTY,None,1100501245.0,288 - Running Springs,San Bernardino,Closed,False,3,SingleFamilyResidence,0.2009,1974,31103.0,IG24251636,1,Running Springs,2,2025-04-11,2025-03-02,2024-12-18,CA,True,2,Two,8750.0,0,False,0,Rim of the World,92382,0.0,8750.0,2025-04
